var1;var2;var3;var4;var5;var6;var7;var8;var9;var10;var11;var12;var13;var14;var15;var16;var17;var18;var19;var20;var21;var22;var23;Columna1
55;25;Sonsonate;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;En el lugar donde trabajo es dificil acceder a internet. ;De 6 a 10 semanas;Se cumplieron;Mas material concreto;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Segundo grado;8;Muy buena;7;Por la utilización de las tablas de multiplicar ;Repaso de tablas en familia. ;
55;20;Usulután;Muy buena;Muy buena;Útil;De 16 a 20 semanas;Un poco;De 16 a 20 semanas;Se cumplieron;Capacitar antes a los estudiantes en el uso y manejo de los sitios web.;De 16 a 20 semanas;Se cumplieron;No hay sugerencia.;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Tercer grado;8;Muy buena;6;Poca comprensión de tema;Readecuar contenidos.;
35;15;Sonsonate;Excelente;Muy buena;Útil;De 11 a 15 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Ninguna;De 11 a 15 semanas;Se cumplieron;Ninguna ;Útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Tercer grado;4;Muy buena;4;Las tablas no se las pueden;Estrategias ;
56;26;Sonsonate;Muy buena;Muy buena;Útil;De 11 a 15 semanas;Bastante;Ninguna semana;Un poco;No hay sugerencia;De 6 a 10 semanas;Bastante;No hay sugerencia;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Quinto grado;10;Buena;10;Por la comprensión de operación de fracciones;Llamadas telefónicas explicando ;
41;17;San Vicente;Regular;Regular;Útil;De 16 a 20 semanas;Un poco;De 16 a 20 semanas;Un poco;;De 16 a 20 semanas;Un poco;;Poco útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM);Primer grado;9;Muy buena;6;Les costó aprender el concepto de decenas y aprender la lectura y escritura de los números hasta 100;Si;
46;25;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;De 6 a 10 semanas;Bastante;El problema es la falta de inter;De 1 a 5 semanas;Bastante;Falta de internet;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Desarrollé sesiones  virtuales  con los estudiantes.;Primer grado;11;Muy buena;11;PQ hay q contar por grupos ellos no lograron asimilar ;Refuerzo en próximo año de los números ;
43;19;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;;De 11 a 15 semanas;Se cumplieron;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Primer año de bachillerato;8;Excelente;6;Les cuesta mucho aplicar definiciones;Dar formas mas faciles de comprension por los estudiantes;
43;19;Chalatenango;Excelente;Excelente;Útil;De 11 a 15 semanas;Bastante;De 6 a 10 semanas;Un poco;Los sitios wed estan bien, el problema es el acceso a conexion a internet.;De 11 a 15 semanas;Bastante;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Elaboré mis propios videos.;Séptimo grado;6;Muy buena;4;Problemas de razonamiento logico;Reforzar ese contenido , en nuestro regreso a clases.;
49;21;Sonsonate;Muy buena;Muy buena;Muy útil;De 1 a 5 semanas;Bastante;De 16 a 20 semanas;Un poco;Que deberian ser sin conexión para que todos lis estudiantes tengan acceso.;De 6 a 10 semanas;Un poco;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Elaboré mis propios videos.;Cuarto grado;Unidad 7;Muy buena;5;La división de 2 cifras;Refuerzo ;
45;14;Usulután;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Bastante;De 1 a 5 semanas;Bastante;Qué accesibles para todos los alumnos ;De 6 a 10 semanas;Bastante;Que sean accesibles a todos los alumnos ;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática.;Cuarto grado;7 8;Muy buena;5;Los padres de familia no apoyaron en su totalidad. ;Refuerzo académico ;
44;22;Usulután;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se cumplieron;De 11 a 15 semanas;Bastante;A mi me pareció excelente ;De 11 a 15 semanas;Se cumplieron;Me parecieron muy bien ;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer grado;9;Muy buena;6;Por que los padres  no apoyan por que algunos desconocen el orden ;Conocer el valor posiciona ;
70;35;Usulután;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;Ninguna semana;Bastante;;De 6 a 10 semanas;Bastante;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Segundo grado;7;Muy buena;7;Poco apoyo de parte de los padres de familia.;Hablar con los padres de familia para que se comprometan en apoyar a sus hijos en el aprendizaje de sus hijos.;
49;21;Usulután;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Elaborar ejemplos más sencillos del entorno para que los alumnos identifiquen u apliquen mejor los procedimientos matemáticos.;De 11 a 15 semanas;Bastante;En canal 10 evitar el corte de audio frecuente que dificulta el reconocimiento de ciertas francés claves.;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Tercer grado;8;Muy buena;7;Por que  preguntaban más tenían más dudas;Si que los ejercicios sean más fáciles de comprender.;
70;24;Usulután;Muy buena;Regular;Muy útil;De 11 a 15 semanas;Se cumplieron;Ninguna semana;Un poco; Reunir a los estudiantes que no cuentan con recursos tecnológicos para que puedan trabajar.   ;Ninguna semana;Un poco;Mis niños no cuentan con recursos tecnológicos.;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Quinto grado;10;Muy buena;8;Amerita explicación presencial en el desarrollo.;Clase presencial organizando pequeños grupos.;
46;3;Sonsonate;Muy buena;Excelente;Muy útil;De 6 a 10 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;Un tiempo más largo para la explicación en matemáticas ;De 6 a 10 semanas;Bastante;Usar técnicas de fácil comprensión ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Tercer grado;5;Muy buena;3;Dificultad de la explicación virtual  diferente a la explicación presencial ;Hacer uso de nuevas técnicas para la explicación virtual ;
41;15;Usulután;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se cumplieron;De 1 a 5 semanas;Se cumplieron;;De 6 a 10 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Cuarto grado;8;Muy buena;3;Porque se estaba comenzando el proceso en línea y fue difícil para el estudiante acoplarse clases virtuales ;Pues hoy ya los alumnos entendieron la metodología en línea y le es más fácil asimilar los contenidos ;
39;9;Usulután;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Bastante;Que los videos sean mas lentos;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé otros videos de Youtube y que no eran de ESMATE.;Tercer grado;9;Muy buena;8;Porque los mismos niños lo manifestaron;Que sea uno de los primeros temas de refuerzo para el año 2021;
54;26;Sonsonate;Muy buena;Muy buena;Útil;De 6 a 10 semanas;Bastante;Ninguna semana;Bastante;No hay sugerencia ;De 11 a 15 semanas;Bastante;No hay sugerencia ;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Sexto grado;7;Buena;4;Falta de comprensión de razones y porcentajes;Llamadas telefónicas explicando ;
55;28;Usulután;Regular;Regular;Muy útil;De 6 a 10 semanas;Un poco;Ninguna semana;Un poco;Para ese uso es nesesario contar con las herramientas nesesarias. Y el uso de la tegnologia;De 6 a 10 semanas;Un poco;Sin el inter ,y las herramientas los niños no podran acceder a ese medio ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática.;Tercer grado;8;Buena;5;A lo mejor por q no apoyan los padres y la poca comunicación en consultarme;Hacer una retroalimentación para inicio del próximo año;
40;4;La Libertad;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 11 a 15 semanas;Se superaron;;De 16 a 20 semanas;Se cumplieron;;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Sexto grado;11;Excelente;1;5;A los estudiantes se les dificultaba entender las indicaciónes ;
39;9;San Vicente;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;Ninguna semana;Bastante;;De 1 a 5 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;6;Buena;5;Por que no tratan la manera de analizar cada cada uno de los pasos a seguir;Hacer uso de herramientas visuales ;
70;10;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Mayor variedad de problemas modelo;De 16 a 20 semanas;Se cumplieron;Mayor variedad;Muy útil;La mayoría de los estudiantes no leían el LT.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mis propios videos.;Primer año de bachillerato;8;Excelente;6;Porque no dominan los estudiantes la trigonometría;Contenidos con menor grado de dificultad;
33;12;Usulután;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Se cumplieron;Agregar fichas interactivas autocalificables;De 16 a 20 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Quinto grado;10;Muy buena;5;El nivel de dificultad del contenido;Practicar más tiempo el contenido;
47;20;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Bastante;De 6 a 10 semanas;Se superaron;Que haya más material escrito para fortalecer conceptos ;De 11 a 15 semanas;Se superaron;Que se optimice más el tiempo en soluciones concretas ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer año de bachillerato;5;Muy buena;3;No tienen hábitos de estudio;Reforzar de manera precencial el otro año ;
53;21;San Salvador;Excelente;Excelente;Muy útil;De 11 a 15 semanas;Se superaron;De 11 a 15 semanas;Se cumplieron;;De 11 a 15 semanas;Se superaron;;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían el LT y CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Quinto grado;10;Muy buena;10;Porque no tienen suficiente internet para estar comunicado con el docente ;El acceso a internet ;
49;21;La Libertad;Excelente;Excelente;Muy útil;De 1 a 5 semanas;Se superaron;De 6 a 10 semanas;Se cumplieron;;De 6 a 10 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática.;Primer grado;9;Muy buena;6;Se  confundian  en  algunos  conceptos  basicos;Mas  ejercicios  practicos .;
50;28;Usulután;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se cumplieron;Que las guias tambien sean en pdf al 100 % ;De 16 a 20 semanas;Se superaron;Que el sonido sea optimo para los diferentes dispositivos;Muy útil;No tuve dificultades;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;10;Excelente;1;Las fracciones complican al estudiante;La terminología debe ser usada correctamente y facilitar el desarrollo de ejercicios;
56;28;Usulután;Excelente;Excelente;Muy útil;De 1 a 5 semanas;Bastante;De 1 a 5 semanas;Bastante;Los sitios web están bién a mi criterio. Es por parte de los padres de fam. Que algunos no tienen acceso a internet.;Ninguna semana;Bastante;A mi criterio estan bastante adecuados a la edad de los niños. La razón por la cual no los ven muchas veces es porq carecen de INTERNET.;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM);Primer grado;Tomo II unidad 10;Muy buena;7;Porque es donde se enseña la tabla de valores , es clave y lo más dificil para ellos es ubicar el valor posicional para sumar y restar lo otro es comenzar a aprenderse las tablas.;El libro está adecuado a la edad. Lo que sucede es que para los niños es nuevo y como dije la tabla de valores es clave y las tablas de multiplicar. Una propuesta sería que en esta unidad vean más videos con ejemplos lúdicos y manipulen la tabla de valores . Aprenderse las tablas a través de canciones y a través de las practicas docentes. En esta edad el niño aprende jugando.;
49;21;La Libertad;Excelente;Excelente;Muy útil;De 1 a 5 semanas;Se superaron;De 6 a 10 semanas;Se cumplieron;;De 6 a 10 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática.;Primer grado;9;Muy buena;6;Se  confundian  en  algunos  conceptos  basicos;Mas  ejercicios  practicos .;
44;13;San Vicente;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Un poco;Que el alumno pueda acceder a los sitios web gratuitamente.;De 6 a 10 semanas;Un poco;Facilitar de forma gratuita al estudiantado para poder ver videos completos porque el que lo realiza con recargas no termina de ver los videos. O no le cargan por la poca velocidad del inter;Útil;No tenía dispositivo para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos.;Tercer grado;9;Muy buena;6;Por el dominio de tablas de multiplicar;Q;
47;18;Usulután;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Se superaron;Más creatividad. ;De 11 a 15 semanas;Bastante;Ninguna. ;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Primer grado;8;Buena;7;Restas de decenas y unidad ;Volver a desarrollar el tema. ;
39;16;Usulután;Excelente;Excelente;Útil;De 11 a 15 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;;De 6 a 10 semanas;Bastante;;Muy útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Séptimo grado;7;Buena;5;Les costo comprender un poco los contenidos;Les hace falta clase presencial fue su respuesta;
52;27;Usulután;Excelente;Muy buena;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;Explicacion de la clase por medio de videos con el apoyo del libro;De 16 a 20 semanas;Se superaron;Que sean cortos para que le sea facil al estudiante;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Primer grado;8;Excelente;7;Por que tuve  que retroalimentar al algunos contenidosaumenrar ;Aumentar más horas  para matematica;
53;28;Santa Ana;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Es una herramienta muy buena para los estudiantes si ellos la aprovecharan.llos;De 16 a 20 semanas;Se cumplieron;Esta magnifica pienso que todo esta bien;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Sexto grado;5;Muy buena;2;Por que son procedimientos y los niños y niñas no quieren leer;Hacer conciencia en la necesidad de aprender a leer y sería para todas asignaturas ;
29;2;San Salvador;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Un poco;Ninguna semana;Un poco;Que se aborden todos los temas a tratar en la semana no solo un tema ;De 11 a 15 semanas;Se cumplieron;Abordar los temas tambien del libro de ejercicio no solo los temas del libro de texto;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Quinto grado;9;Excelente;9;Por las conversiones de arroba y quintales a la hora de sumar o restar;Buscar una forma mas fácil de explicarlo;
51;11;Usulután;Excelente;Muy buena;Útil;De 6 a 10 semanas;Bastante;De 1 a 5 semanas;Un poco;Que sean mas accesibles alos niñoa y niñas porque ellos carecen de aparatos teckologicos.;De 6 a 10 semanas;Un poco;Seria muy util se las  niñas y los niños contaron con los medios para que ellos puedan utilizarlos. ;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática.;Segundo grado;7;Muy buena;3;Les cuesta reconocer figuras geométricas .ejemplo lado,vértice,angulo,cara ,arista etc.;Proponer a los niños y niñas juego trabajo realizando con material concreto del entorno todas las figuras geométricas de forma grande con colores vistosos.;
52;25;Sonsonate;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 6 a 10 semanas;Bastante;Todo estuvo  muy  bien.;De 6 a 10 semanas;Bastante;Me gusto mucho y me ayudo, para enseñar a mis estudiantes;Muy útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Desarrollé sesiones  virtuales  con los estudiantes.;Primer grado;11;Muy buena;1;9 por la lectura de los problemas ,que se plantean en el libro algunos pueden leer  bien y a otros niños les cuesta un poco.;Qué en ves  de utilizar círculos, fueran dibujos para los niños.;
59;35;Usulután;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Excelente, lo malo es la inestabilidad de la señal de Internet especialmente en el área rural. ;De 11 a 15 semanas;Se cumplieron;;Útil;La mayoría de los estudiantes no trabajaban el CE.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Quinto grado;10;Muy buena;10;Esta unidad trata de sumas y restas de fracciones heterogéneas y mixto. Algunos tuvieron dificultad en la homogenizacion y también en la suma y resta combinada de fracciones y decimales. ;Reforzar esos contenidos que tuvieron dificultad, graduar la cantidad de contenidos en esa unidad y utilizar de los recursos didácticos de ESMATE, que son muy valiosos. ;
56;35;La Libertad;Muy buena;Muy buena;Muy útil;De 6 a 10 semanas;Bastante;De 6 a 10 semanas;Se superaron;Por el momento considero que están bien ;De 1 a 5 semanas;Se superaron;Por el momento no tengo sugerencia ;Útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática.;Sexto grado;5;Muy buena;0;Por las evidencias entendieron ;Pedir la colaboración de los padres de familia ;
48;14;Usulután;Excelente;Muy buena;Útil;De 6 a 10 semanas;Se cumplieron;De 1 a 5 semanas;Un poco;;De 1 a 5 semanas;Un poco;enseñar de diferentes métodos el proceso de los ejercicios;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Sexto grado;10;Muy buena;5;Les cuesta realizar ejercicios que se sacan de un texto.;retroalimentar ejercicios de este tipo de problema.;
43;19;Cuscatlán;Regular;Regular;Muy útil;De 16 a 20 semanas;Bastante;Ninguna semana;Un poco;Los niños no manejan bien la tecnología y muchos padres tampoco;Ninguna semana;Un poco;No tengo ninguna;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática.;Primer grado;No todos trabajaron al mismo ritmo llegue a la 10 pero algunos hasta la 7;Muy buena;5;Porque era de sumar, testar y descomponer números;Clases presenciales;
